Name	type	year	FIG_NAME
HN_LC486588.1_Japan_2014	HN	2014	LC486588.1/Japan/2014
HN_LC486589.1_Japan_2014	HN	2014	LC486589.1/Japan/2014
HN_LC486590.1_Japan_2014	HN	2014	LC486590.1/Japan/2014
HN_LC486591.1_Japan_2016	HN	2016	LC486591.1/Japan/2016
HN_LC486592.1_Japan_2016	HN	2016	LC486592.1/Japan/2016
HN_LC486593.1_Japan_2016	HN	2016	LC486593.1/Japan/2016
HN_LC486594.1_Japan_2017	HN	2017	LC486594.1/Japan/2017
HN_LC486595.1_Japan_2017	HN	2017	LC486595.1/Japan/2017
HN_LC486596.1_Japan_2017	HN	2017	LC486596.1/Japan/2017
HN_LC486597.1_Japan_2017	HN	2017	LC486597.1/Japan/2017
HN_LC486598.1_Japan_2017	HN	2017	LC486598.1/Japan/2017
HN_LC486599.1_Japan_2017	HN	2017	LC486599.1/Japan/2017
CG_LC654458.1_USA_2016	CG	2016	LC654458.1/USA/2016
CG_LC720866.1_Japan_2019	CG	2019	LC720866.1/Japan/2019
CG_LC720867.1_Japan_2018	CG	2018	LC720867.1/Japan/2018
CG_LC720869.1_Japan_2019	CG	2019	LC720869.1/Japan/2019
CG_LC720870.1_Japan_2021	CG	2021	LC720870.1/Japan/2021
CG_LHZSHE_USA_2022	CG	2022	PV224540.1/USA/2022
CG_M5746E_USA_2022	CG	2022	PV224541.1/USA/2022
CG_MF077311.1_USA_2016	CG	2016	MF077311.1/USA/2016
CG_MF077312.1_USA_2017	CG	2017	MF077312.1/USA/2017
CG_MF077313.1_USA_2017	CG	2017	MF077313.1/USA/2017
CG_MF973165.1_USA_2011	CG	2011	MF973165.1/USA/2011
CG_MG773274.1_Argentina_2017	CG	2017	MG773274.1/Argentina/2017
CG_MG836416.1_Croatia_2014	CG	2014	MG836416.1/Croatia/2014
CG_MG836417.1_Croatia_2015	CG	2015	MG836417.1/Croatia/2015
CG_MG836418.1_Croatia_2015	CG	2015	MG836418.1/Croatia/2015
CG_MG836419.1_Croatia_2016	CG	2016	MG836419.1/Croatia/2016
CG_MG836420.1_Croatia_2016	CG	2016	MG836420.1/Croatia/2016
CG_MG836421.1_Croatia_2011	CG	2011	MG836421.1/Croatia/2011
CG_MG836422.1_Croatia_2011	CG	2011	MG836422.1/Croatia/2011
CG_MG836423.1_Croatia_2012	CG	2012	MG836423.1/Croatia/2012
CG_MG836424.1_Croatia_2012	CG	2012	MG836424.1/Croatia/2012
CG_MG836425.1_Croatia_2014	CG	2014	MG836425.1/Croatia/2014
CG_MH006623.1_VietNam_2009	CG	2009	MH006623.1/VietNam/2009
CG_MH006627.1_VietNam_2010	CG	2010	MH006627.1/VietNam/2010
CG_MH828710.1_VietNam_2014	CG	2014	MH828710.1/VietNam/2014
CG_MH828711.1_VietNam_2014	CG	2014	MH828711.1/VietNam/2014
CG_MH828712.1_VietNam_2015	CG	2015	MH828712.1/VietNam/2015
CG_MH892405.1_Netherlands_2014	CG	2014	MH892405.1/Netherlands/2014
CG_MH892406.1_Netherlands_2014	CG	2014	MH892406.1/Netherlands/2014
CG_MK167022.1_USA_2016	CG	2016	MK167022.1/USA/2016
CG_MK167023.1_USA_2016	CG	2016	MK167023.1/USA/2016
CG_MK167024.1_USA_2016	CG	2016	MK167024.1/USA/2016
CG_MK167025.1_USA_2016	CG	2016	MK167025.1/USA/2016
CG_MK167026.1_USA_2016	CG	2016	MK167026.1/USA/2016
CG_MK167027.1_USA_2016	CG	2016	MK167027.1/USA/2016
CG_MK167028.1_USA_2016	CG	2016	MK167028.1/USA/2016
CG_MK167029.1_USA_2016	CG	2016	MK167029.1/USA/2016
CG_MN369034.1_USA_2018	CG	2018	MN369034.1/USA/2018
HN_MN488703.1_Netherlands_2007-11-26	HN	2007	MN488703.1/Netherlands/2007
CG_MT118669.1_USA_2018	CG	2018	MT118669.1/USA/2018
CG_MT118675.1_USA_2018	CG	2018	MT118675.1/USA/2018
CG_MT118716.1_USA_2019	CG	2019	MT118716.1/USA/2019
CG_MW575644.1_China_2017	CG	2017	MW575644.1/China/2017
CG_MW575645.1_China_2017	CG	2017	MW575645.1/China/2017
HN_MW654450.1_Germany_2016-11-08	HN	2016	MW654450.1/Germany/2016
HN_MW654451.1_Germany_2016-11-17	HN	2016	MW654451.1/Germany/2016
HN_MW654452.1_Germany_2018-11-23	HN	2018	MW654452.1/Germany/2018
HN_MW654453.1_Germany_2018-11-15	HN	2018	MW654453.1/Germany/2018
HN_MW654454.1_Germany_2018-11-26	HN	2018	MW654454.1/Germany/2018
HN_MW654455.1_Germany_2018-12-13	HN	2018	MW654455.1/Germany/2018
HN_MW654456.1_Germany_2017-01-30	HN	2017	MW654456.1/Germany/2017
HN_MW654457.1_Germany_2017-09-04	HN	2017	MW654457.1/Germany/2017
HN_MW654458.1_Germany_2017-01-02	HN	2017	MW654458.1/Germany/2017
HN_MW654459.1_Germany_2018-11-06	HN	2018	MW654459.1/Germany/2018
HN_MW654460.1_Germany_2018-11-06	HN	2018	MW654460.1/Germany/2018
HN_MW654461.1_Germany_2018-11-15	HN	2018	MW654461.1/Germany/2018
HN_MW654462.1_Germany_2018-12-17	HN	2018	MW654462.1/Germany/2018
HN_MW654463.1_Germany_2016-12-06	HN	2016	MW654463.1/Germany/2016
HN_MW654464.1_Germany_2014-11-10	HN	2014	MW654464.1/Germany/2014
HN_MW654465.1_Germany_2014-11-24	HN	2014	MW654465.1/Germany/2014
HN_MW654466.1_Germany_2016-10-26	HN	2016	MW654466.1/Germany/2016
HN_MW654467.1_Germany_2016-11-07	HN	2016	MW654467.1/Germany/2016
HN_MW654468.1_Germany_2016-11-15	HN	2016	MW654468.1/Germany/2016
HN_MW654469.1_Germany_2016-11-29	HN	2016	MW654469.1/Germany/2016
HN_MW654470.1_Germany_2016-12-14	HN	2016	MW654470.1/Germany/2016
HN_MW654471.1_Germany_2017-01-02	HN	2017	MW654471.1/Germany/2017
HN_MW654472.1_Germany_2017-04-04	HN	2017	MW654472.1/Germany/2017
HN_MW654473.1_Germany_2017-12-20	HN	2017	MW654473.1/Germany/2017
HN_MW654474.1_Germany_2018-11-08	HN	2018	MW654474.1/Germany/2018
HN_MW654475.1_Germany_2018-11-22	HN	2018	MW654475.1/Germany/2018
HN_MW654476.1_Germany_2018-11-30	HN	2018	MW654476.1/Germany/2018
HN_MW654477.1_Germany_2018-11-30	HN	2018	MW654477.1/Germany/2018
HN_MW654478.1_Germany_2018-12-13	HN	2018	MW654478.1/Germany/2018
HN_MW654479.1_Germany_2019-01-23	HN	2019	MW654479.1/Germany/2019
HN_MW654480.1_Germany_2018-10-31	HN	2018	MW654480.1/Germany/2018
CG_OL519582.1_China_2018	CG	2018	OL519582.1/China/2018
HN_OP672245.1_China_2002-05-26	HN	2002	OP672245.1/China/2002
HN_OP672245.1_China_2002-05-26	HN	2002	OP672245.1/China/2002
HN_OP672246.1_China_2002-02-28	HN	2002	OP672246.1/China/2002
HN_OP672246.1_China_2002-02-28	HN	2002	OP672246.1/China/2002
HN_OP672247.1_China_2003-06-13	HN	2003	OP672247.1/China/2003
HN_OP672247.1_China_2003-06-13	HN	2003	OP672247.1/China/2003
HN_OP672248.1_China_2002-10-26	HN	2002	OP672248.1/China/2002
HN_OP672248.1_China_2002-10-26	HN	2002	OP672248.1/China/2002
HN_OP672249.1_China_2002-09-26	HN	2002	OP672249.1/China/2002
HN_OP672249.1_China_2002-09-26	HN	2002	OP672249.1/China/2002
HN_OP672250.1_China_2020-12-08	HN	2020	OP672250.1/China/2020
HN_OP672250.1_China_2020-12-08	HN	2020	OP672250.1/China/2020
HN_OP672251.1_China_2002-09-26	HN	2002	OP672251.1/China/2002
HN_OP672251.1_China_2002-09-26	HN	2002	OP672251.1/China/2002
HN_OP672252.1_China_2002-12-02	HN	2002	OP672252.1/China/2002
HN_OP672252.1_China_2002-12-02	HN	2002	OP672252.1/China/2002
HN_OP672253.1_China_2002-10-26	HN	2002	OP672253.1/China/2002
HN_OP672253.1_China_2002-10-26	HN	2002	OP672253.1/China/2002
HN_OP672254.1_China_2002-10-26	HN	2002	OP672254.1/China/2002
HN_OP672254.1_China_2002-10-26	HN	2002	OP672254.1/China/2002
HN_OP672255.1_China_2002-12-02	HN	2002	OP672255.1/China/2002
HN_OP672255.1_China_2002-12-02	HN	2002	OP672255.1/China/2002
HN_OP672256.1_China_2000-11-10	HN	2000	OP672256.1/China/2000
HN_OP672256.1_China_2000-11-10	HN	2000	OP672256.1/China/2000
HN_OP672257.1_China_2002-09-26	HN	2002	OP672257.1/China/2002
HN_OP672257.1_China_2002-09-26	HN	2002	OP672257.1/China/2002
HN_OP672258.1_China_2000-11-10	HN	2000	OP672258.1/China/2000
HN_OP672258.1_China_2000-11-10	HN	2000	OP672258.1/China/2000
HN_OP672259.1_China_2002-10-26	HN	2002	OP672259.1/China/2002
HN_OP672259.1_China_2002-10-26	HN	2002	OP672259.1/China/2002
HN_OP672260.1_China_2001-04-16	HN	2001	OP672260.1/China/2001
HN_OP672260.1_China_2001-04-16	HN	2001	OP672260.1/China/2001
HN_OP672261.1_China_2002-10-26	HN	2002	OP672261.1/China/2002
HN_OP672261.1_China_2002-10-26	HN	2002	OP672261.1/China/2002
HN_OP672262.1_China_2000-08-15	HN	2000	OP672262.1/China/2000
HN_OP672262.1_China_2000-08-15	HN	2000	OP672262.1/China/2000
HN_OP672263.1_China_2002-10-26	HN	2002	OP672263.1/China/2002
HN_OP672263.1_China_2002-10-26	HN	2002	OP672263.1/China/2002
HN_OP672264.1_China_2002-12-02	HN	2002	OP672264.1/China/2002
HN_OP672264.1_China_2002-12-02	HN	2002	OP672264.1/China/2002
HN_OP672265.1_China_2000-11-10	HN	2000	OP672265.1/China/2000
HN_OP672265.1_China_2000-11-10	HN	2000	OP672265.1/China/2000
CG_OQ848526.1_USA_2011	CG	2011	OQ848526.1/USA/2011
CG_OQ990765.1_China_2016	CG	2016	OQ990765.1/China/2016
CG_OQ990766.1_China_2017	CG	2017	OQ990766.1/China/2017
CG_OQ990767.1_China_2017	CG	2017	OQ990767.1/China/2017
CG_OQ990768.1_China_2017	CG	2017	OQ990768.1/China/2017
CG_OQ990769.1_China_2017	CG	2017	OQ990769.1/China/2017
CG_OQ990770.1_China_2017	CG	2017	OQ990770.1/China/2017
CG_OQ990771.1_China_2019	CG	2019	OQ990771.1/China/2019
CG_OQ990772.1_China_2019	CG	2019	OQ990772.1/China/2019
CG_OQ990773.1_China_2017	CG	2017	OQ990773.1/China/2017
CG_OZ211315.1_Switzerland_2024	CG	2024	OZ211315.1/Switzerland/2024
CG_PP334183.1_USA_2019	CG	2019	PP334183.1/USA/2019
CG_PP334184.1_USA_2009	CG	2009	PP334184.1/USA/2009
CG_PP334185.1_USA_2014	CG	2014	PP334185.1/USA/2014
CG_PP334186.1_USA_2014	CG	2014	PP334186.1/USA/2014
CG_PP334187.1_USA_2009	CG	2009	PP334187.1/USA/2009
CG_PP334189.1_USA_2014	CG	2014	PP334189.1/USA/2014
CG_PP477777.1_Russia_2023	CG	2023	PP477777.1/Russia/2023
CG_PP591755.1_USA_2023	CG	2023	PP591755.1/USA/2023
CG_PP737253.1_Russia_2023	CG	2023	PP737253.1/Russia/2023
CG_PP737254.1_Russia_2023	CG	2023	PP737254.1/Russia/2023
CG_PP886712.1_Russia_2018	CG	2018	PP886712.1/Russia/2018
CG_PP886713.1_Russia_2018	CG	2018	PP886713.1/Russia/2018
CG_PP886714.1_Russia_2018	CG	2018	PP886714.1/Russia/2018
CG_PP886715.1_Russia_2020	CG	2020	PP886715.1/Russia/2020
CG_PP886716.1_Russia_2020	CG	2020	PP886716.1/Russia/2020
CG_PP886718.1_Russia_2022	CG	2022	PP886718.1/Russia/2022
CG_PP886719.1_Russia_2023	CG	2023	PP886719.1/Russia/2023
CG_PP886720.1_Russia_2023	CG	2023	PP886720.1/Russia/2023
CG_PP886721.1_Russia_2023	CG	2023	PP886721.1/Russia/2023
CG_PP886722.1_Russia_2023	CG	2023	PP886722.1/Russia/2023
CG_PP933705.1_USA_2023	CG	2023	PP933705.1/USA/2023
CG_PP933706.1_USA_2023	CG	2023	PP933706.1/USA/2023
CG_PP933707.1_USA_2023	CG	2023	PP933707.1/USA/2023
HN_PQ159149.1_Iran_2023-11-15	HN	2023	PQ159149.1/Iran/2023
HN_PQ159149.1_Iran_2023-11-15	HN	2023	PQ159149.1/Iran/2023
CG_PQ227132.1_USA_2023	CG	2023	PQ227132.1/USA/2023
CG_PQ621733.1_China_2024	CG	2024	PQ621733.1/China/2024
HN_PV102972.1_Taiwan_2024-12-30	HN	2024	PV102972.1/Taiwan/2024
HN_PV102973.1_Taiwan_2024-12-28	HN	2024	PV102973.1/Taiwan/2024
HN_PV102974.1_Taiwan_2024-01-02	HN	2024	PV102974.1/Taiwan/2024
HN_PV102975.1_Taiwan_2024-01-01	HN	2024	PV102975.1/Taiwan/2024
HN_PV102976.1_Taiwan_2024-12-31	HN	2024	PV102976.1/Taiwan/2024
HN_PV102977.1_Taiwan_2024-03-08	HN	2024	PV102977.1/Taiwan/2024
HN_PV102978.1_Taiwan_2024-03-18	HN	2024	PV102978.1/Taiwan/2024
HN_PV102979.1_Taiwan_2024-04-07	HN	2024	PV102979.1/Taiwan/2024
HN_PV102980.1_Taiwan_2024-06-20	HN	2024	PV102980.1/Taiwan/2024
HN_PV102981.1_Taiwan_2024-08-26	HN	2024	PV102981.1/Taiwan/2024
HN_PV102982.1_Taiwan_2024-09-24	HN	2024	PV102982.1/Taiwan/2024
HN_PV102983.1_Taiwan_2024-10-28	HN	2024	PV102983.1/Taiwan/2024
HN_PV102984.1_Taiwan_2024-11-01	HN	2024	PV102984.1/Taiwan/2024
HN_PV102985.1_Taiwan_2024-11-08	HN	2024	PV102985.1/Taiwan/2024
CG_PV260511.1_USA_2025	CG	2025	PV260511.1/USA/2025
CG_PV260512.1_USA_2025	CG	2025	PV260512.1/USA/2025
CG_PV260513.1_USA_2024	CG	2024	PV260513.1/USA/2024
CG_PV260514.1_USA_2024	CG	2024	PV260514.1/USA/2024
CG_PV260516.1_USA_2024	CG	2024	PV260516.1/USA/2024
CG_PV260517.1_USA_2024	CG	2024	PV260517.1/USA/2024
